cake0,mmul,fmma,17.202129,0,
cake0,mmul,fmma,17.252172,0,
cake0,mmul,fmma,17.113713,0,
cake0,mmul,fmma,17.270976,0,
cake0,mmul,fmma,17.189046,0,
cake0,mmul,fmma,17.175879,0,
cake0,mmul,fmma,17.154427,0,
cake0,mmul,fmma,17.207798,0,
cake0,mmul,fmma,17.143706,0,
cake0,mmul,fmma,17.259146,0,
cake0,blur,blur_ver,17.592187,0,
cake0,blur,blur_hor,17.036274,0,
cake0,blur,blur_ver,16.966419,0,
cake0,blur,blur_hor,16.964268,0,
cake0,blur,blur_ver,17.305018,0,
cake0,blur,blur_hor,17.011137,0,
cake0,blur,blur_ver,16.937773,0,
cake0,blur,blur_hor,16.967789,0,
cake0,blur,blur_ver,17.021071,0,
cake0,blur,blur_hor,17.080947,0,
cake0,blur,blur_ver,17.133679,0,
cake0,blur,blur_hor,17.055209,0,
cake0,blur,blur_ver,16.980997,0,
cake0,blur,blur_hor,17.014719,0,
cake0,blur,blur_ver,17.038521,0,
cake0,blur,blur_hor,17.040206,0,
cake0,blur,blur_ver,17.034956,0,
cake0,blur,blur_hor,16.94468,0,
cake0,blur,blur_ver,19.046519,0,
cake0,blur,blur_hor,17.098494,0,
cake0,nas-ft,compute_initial_conditions,17.045544,0,
cake0,nas-ft,evolve,17.069334,0,
cake0,nas-ft,compute_indexmap,23.515652,0,
cake0,nas-ft,cffts3,17.585704,0,
cake0,nas-ft,checksum,17.47928,0,
cake0,nas-ft,init_ui,16.970719,0,
cake0,nas-ft,cffts1,17.272602,0,
cake0,nas-ft,cffts2,23.86074,0,
cake0,nas-ft,compute_initial_conditions,16.945423,0,
cake0,nas-ft,evolve,17.007208,0,
cake0,nas-ft,compute_indexmap,17.037337,0,
cake0,nas-ft,cffts3,17.238319,0,
cake0,nas-ft,checksum,17.075684,0,
cake0,nas-ft,init_ui,16.93184,0,
cake0,nas-ft,cffts1,17.214239,0,
cake0,nas-ft,cffts2,18.529145,0,
cake0,nas-ft,compute_initial_conditions,16.978113,0,
cake0,nas-ft,evolve,17.004903,0,
cake0,nas-ft,compute_indexmap,17.000162,0,
cake0,nas-ft,cffts3,17.270756,0,
cake0,nas-ft,checksum,17.075957,0,
cake0,nas-ft,init_ui,17.174168,0,
cake0,nas-ft,cffts1,17.215002,0,
cake0,nas-ft,cffts2,17.264371,0,
cake0,nas-ft,compute_initial_conditions,16.92679,0,
cake0,nas-ft,evolve,17.014444,0,
cake0,nas-ft,compute_indexmap,17.038313,0,
cake0,nas-ft,cffts3,17.232048,0,
cake0,nas-ft,checksum,17.141889,0,
cake0,nas-ft,init_ui,16.86805,0,
cake0,nas-ft,cffts1,17.187973,0,
cake0,nas-ft,cffts2,17.248339,0,
cake0,nas-ft,compute_initial_conditions,16.923651,0,
cake0,nas-ft,evolve,17.057759,0,
cake0,nas-ft,compute_indexmap,16.951241,0,
cake0,nas-ft,cffts3,17.257025,0,
cake0,nas-ft,checksum,17.105336,0,
cake0,nas-ft,init_ui,17.012258,0,
cake0,nas-ft,cffts1,17.225839,0,
cake0,nas-ft,cffts2,17.280642,0,
cake0,nas-ft,compute_initial_conditions,16.99729,0,
cake0,nas-ft,evolve,17.063859,0,
cake0,nas-ft,compute_indexmap,17.011979,0,
cake0,nas-ft,cffts3,17.273349,0,
cake0,nas-ft,checksum,17.060612,0,
cake0,nas-ft,init_ui,16.89446,0,
cake0,nas-ft,cffts1,17.25677,0,
cake0,nas-ft,cffts2,17.341034,0,
cake0,nas-ft,compute_initial_conditions,17.021646,0,
cake0,nas-ft,evolve,17.08101,0,
cake0,nas-ft,compute_indexmap,17.067971,0,
cake0,nas-ft,cffts3,17.279158,0,
cake0,nas-ft,checksum,17.050888,0,
cake0,nas-ft,init_ui,16.91328,0,
cake0,nas-ft,cffts1,17.265879,0,
cake0,nas-ft,cffts2,17.265657,0,
cake0,nas-ft,compute_initial_conditions,16.995741,0,
cake0,nas-ft,evolve,17.052211,0,
cake0,nas-ft,compute_indexmap,17.020315,0,
cake0,nas-ft,cffts3,17.239681,0,
cake0,nas-ft,checksum,17.102804,0,
cake0,nas-ft,init_ui,17.026226,0,
cake0,nas-ft,cffts1,17.133696,0,
cake0,nas-ft,cffts2,17.278679,0,
cake0,nas-ft,compute_initial_conditions,17.051372,0,
cake0,nas-ft,evolve,17.085814,0,
cake0,nas-ft,compute_indexmap,17.034773,0,
cake0,nas-ft,cffts3,17.303514,0,
cake0,nas-ft,checksum,17.081165,0,
cake0,nas-ft,init_ui,16.935579,0,
cake0,nas-ft,cffts1,17.158563,0,
cake0,nas-ft,cffts2,17.21452,0,
cake0,nas-ft,compute_initial_conditions,16.992311,0,
cake0,nas-ft,evolve,17.078499,0,
cake0,nas-ft,compute_indexmap,17.065604,0,
cake0,nas-ft,cffts3,17.304451,0,
cake0,nas-ft,checksum,17.109044,0,
cake0,nas-ft,init_ui,16.944711,0,
cake0,nas-ft,cffts1,17.216676,0,
cake0,nas-ft,cffts2,17.181091,0,
cake1,mmul,fmma,17.452862,0,"-reassociate -loop-simplify -indvars -licm -loop-unswitch -loop-unroll -gvn -sccp -loop-deletion -instcombine -adce -simplifycfg -loop-simplify"
cake1,mmul,fmma,17.314415,0,"-reassociate -loop-simplify -indvars -licm -loop-unswitch -loop-unroll -gvn -sccp -loop-deletion -instcombine -adce -simplifycfg -loop-simplify"
cake1,mmul,fmma,17.435486,0,"-reassociate -loop-simplify -indvars -licm -loop-unswitch -loop-unroll -gvn -sccp -loop-deletion -instcombine -adce -simplifycfg -loop-simplify"
